instant,dteday,season,month,hour,holiday,a_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category
10309,3/10/2012,Spring,March,14,0,Saturday,Clear,13.94,15.91,27,19.0012,117,262,379,Weekend,Low
10310,3/10/2012,Spring,March,15,0,Saturday,Clear,13.94,18.18,25,0,132,274,406,Weekend,Low
10311,3/10/2012,Spring,March,16,0,Saturday,Clear,14.76,18.18,23,0,115,275,390,Weekend,Low
10312,3/10/2012,Spring,March,17,0,Saturday,Clear,14.76,18.94,23,0,104,250,354,Weekend,Low
10313,3/10/2012,Spring,March,18,0,Saturday,Clear,14.76,18.18,21,6.0032,67,230,297,Weekend,Low
10314,3/10/2012,Spring,March,19,0,Saturday,Clear,13.94,18.18,25,0,25,159,184,Weekend,Low
10315,3/10/2012,Spring,March,20,0,Saturday,Clear,13.12,16.665,33,8.9981,20,101,121,Weekend,Low
10316,3/10/2012,Spring,March,21,0,Saturday,Clear,12.3,14.395,39,15.0013,16,94,110,Weekend,Medium
10317,3/10/2012,Spring,March,22,0,Saturday,Clear,10.66,12.88,44,11.0014,19,81,100,Weekend,Medium
10318,3/10/2012,Spring,March,23,0,Saturday,Clear,10.66,12.88,41,12.998,6,77,83,Weekend,Medium
10319,3/11/2012,Spring,March,0,0,Sunday,Clear,10.66,14.395,44,6.0032,7,62,69,Weekend,Medium
10320,3/11/2012,Spring,March,1,0,Sunday,Clear,9.84,12.12,52,11.0014,4,57,61,Weekend,Medium
10321,3/11/2012,Spring,March,3,0,Sunday,Clear,9.84,12.12,60,8.9981,15,51,66,Weekend,Medium
10322,3/11/2012,Spring,March,4,0,Sunday,Clear,9.84,12.12,60,8.9981,7,15,22,Weekend,Medium
10323,3/11/2012,Spring,March,5,0,Sunday,Clear,9.84,12.12,60,11.0014,2,5,7,Weekend,Medium
10324,3/11/2012,Spring,March,6,0,Sunday,Clear,9.84,12.12,70,11.0014,2,8,10,Weekend,Medium
10325,3/11/2012,Spring,March,7,0,Sunday,Clear,9.02,11.365,69,8.9981,2,15,17,Weekend,Medium
10326,3/11/2012,Spring,March,8,0,Sunday,Clear,9.02,11.365,69,8.9981,4,68,72,Weekend,Medium
10327,3/11/2012,Spring,March,9,0,Sunday,Clear,10.66,12.88,60,15.0013,20,70,90,Weekend,Medium
10328,3/11/2012,Spring,March,10,0,Sunday,Clear,13.12,15.15,49,19.0012,71,147,218,Weekend,Medium
10329,3/11/2012,Spring,March,11,0,Sunday,Clear,14.76,16.665,43,19.0012,90,209,299,Weekend,Medium
10330,3/11/2012,Spring,March,12,0,Sunday,Clear,16.4,20.455,37,19.9995,146,264,410,Weekend,Medium
10331,3/11/2012,Spring,March,13,0,Sunday,Clear,17.22,21.21,41,19.9995,176,288,464,Weekend,Medium
10332,3/11/2012,Spring,March,14,0,Sunday,Clear,18.86,22.725,31,19.0012,212,289,501,Weekend,Low
10333,3/11/2012,Spring,March,15,0,Sunday,Clear,20.5,24.24,29,19.9995,201,286,487,Weekend,Low
10334,3/11/2012,Spring,March,16,0,Sunday,Clear,20.5,24.24,31,23.9994,208,301,509,Weekend,Low
10335,3/11/2012,Spring,March,17,0,Sunday,Clear,21.32,25,27,19.9995,199,299,498,Weekend,Low
10336,3/11/2012,Spring,March,18,0,Sunday,Clear,21.32,25,29,19.0012,133,256,389,Weekend,Low
10337,3/11/2012,Spring,March,19,0,Sunday,Clear,20.5,24.24,31,19.0012,55,203,258,Weekend,Low
10338,3/11/2012,Spring,March,20,0,Sunday,Clear,18.04,21.97,47,15.0013,42,129,171,Weekend,Medium
10339,3/11/2012,Spring,March,21,0,Sunday,Clear,17.22,21.21,54,15.0013,37,110,147,Weekend,Medium
10340,3/11/2012,Spring,March,22,0,Sunday,Clear,16.4,20.455,54,12.998,13,81,94,Weekend,Medium
10341,3/11/2012,Spring,March,23,0,Sunday,Clear,16.4,20.455,50,11.0014,12,40,52,Weekend,Medium
10342,3/12/2012,Spring,March,0,0,Monday,Clear,15.58,19.695,54,12.998,4,20,24,Weekday,Medium
10343,3/12/2012,Spring,March,1,0,Monday,Clear,15.58,19.695,50,8.9981,1,9,10,Weekday,Medium
10344,3/12/2012,Spring,March,2,0,Monday,Clear,15.58,19.695,54,7.0015,4,5,9,Weekday,Medium
10345,3/12/2012,Spring,March,3,0,Monday,Clear,14.76,17.425,50,8.9981,0,2,2,Weekday,Medium
10346,3/12/2012,Spring,March,4,0,Monday,Clear,13.94,16.665,61,12.998,0,3,3,Weekday,Medium
10347,3/12/2012,Spring,March,5,0,Monday,Clear,13.94,16.665,61,12.998,1,15,16,Weekday,Medium
10348,3/12/2012,Spring,March,6,0,Monday,Clear,13.94,17.425,57,7.0015,2,86,88,Weekday,Medium
10349,3/12/2012,Spring,March,7,0,Monday,Clear,13.94,17.425,53,7.0015,9,259,268,Weekday,Medium
10350,3/12/2012,Spring,March,8,0,Monday,Clear,13.94,16.665,61,8.9981,17,547,564,Weekday,Medium
10351,3/12/2012,Spring,March,9,0,Monday,Clear,15.58,19.695,54,11.0014,21,260,281,Weekday,Medium
10352,3/12/2012,Spring,March,10,0,Monday,Clear,16.4,20.455,50,15.0013,39,98,137,Weekday,Medium
10353,3/12/2012,Spring,March,11,0,Monday,Clear,18.04,21.97,44,15.0013,39,111,150,Weekday,Medium
10354,3/12/2012,Spring,March,12,0,Monday,Clear,19.68,23.485,39,15.0013,59,162,221,Weekday,Medium
10355,3/12/2012,Spring,March,13,0,Monday,Misty,22.14,25.76,32,16.9979,74,176,250,Weekday,Low
10356,3/12/2012,Spring,March,14,0,Monday,Misty,23.78,27.275,32,19.0012,76,145,221,Weekday,Low
10357,3/12/2012,Spring,March,15,0,Monday,Clear,22.96,26.515,40,8.9981,74,159,233,Weekday,Medium
10358,3/12/2012,Spring,March,16,0,Monday,Clear,25.42,31.06,35,30.0026,77,255,332,Weekday,Low
10359,3/12/2012,Spring,March,17,0,Monday,Misty,25.42,31.06,38,27.9993,87,557,644,Weekday,Medium
10360,3/12/2012,Spring,March,18,0,Monday,Misty,24.6,31.06,43,12.998,89,623,712,Weekday,Medium
10361,3/12/2012,Spring,March,19,0,Monday,Misty,22.96,26.515,49,15.0013,67,379,446,Weekday,Medium
10362,3/12/2012,Spring,March,20,0,Monday,Misty,22.96,26.515,49,15.0013,49,237,286,Weekday,Medium
10363,3/12/2012,Spring,March,21,0,Monday,Misty,22.14,25.76,56,15.0013,22,183,205,Weekday,Medium
10364,3/12/2012,Spring,March,22,0,Monday,Misty,22.96,26.515,56,15.0013,17,116,133,Weekday,Medium
10365,3/12/2012,Spring,March,23,0,Monday,Clear,22.96,26.515,56,15.0013,10,53,63,Weekday,Medium
10366,3/13/2012,Spring,March,0,0,Tuesday,Misty,22.96,26.515,52,12.998,5,21,26,Weekday,Medium
10367,3/13/2012,Spring,March,1,0,Tuesday,Misty,21.32,25,59,15.0013,2,14,16,Weekday,Medium
10368,3/13/2012,Spring,March,2,0,Tuesday,Light Rainsnow,21.32,25,72,19.9995,0,1,1,Weekday,High
10369,3/13/2012,Spring,March,3,0,Tuesday,Light Rainsnow,21.32,25,72,19.9995,0,2,2,Weekday,High
10370,3/13/2012,Spring,March,4,0,Tuesday,Misty,18.86,22.725,82,12.998,0,1,1,Weekday,High
10371,3/13/2012,Spring,March,5,0,Tuesday,Misty,18.86,22.725,82,12.998,0,24,24,Weekday,High
10372,3/13/2012,Spring,March,6,0,Tuesday,Light Rainsnow,18.86,22.725,82,12.998,5,108,113,Weekday,High
10373,3/13/2012,Spring,March,7,0,Tuesday,Misty,18.86,22.725,82,19.0012,16,292,308,Weekday,High
10374,3/13/2012,Spring,March,8,0,Tuesday,Clear,18.86,22.725,82,19.0012,22,571,593,Weekday,High
10375,3/13/2012,Spring,March,9,0,Tuesday,Clear,19.68,23.485,82,19.0012,18,324,342,Weekday,High
10376,3/13/2012,Spring,March,10,0,Tuesday,Clear,21.32,25,77,15.0013,28,115,143,Weekday,High
10377,3/13/2012,Spring,March,11,0,Tuesday,Clear,22.14,25.76,73,19.0012,64,155,219,Weekday,High
10378,3/13/2012,Spring,March,12,0,Tuesday,Clear,24.6,30.305,60,19.0012,47,197,244,Weekday,Medium
10379,3/13/2012,Spring,March,13,0,Tuesday,Clear,24.6,30.305,60,26.0027,53,180,233,Weekday,Medium
10380,3/13/2012,Spring,March,14,0,Tuesday,Clear,26.24,31.06,53,22.0028,52,160,212,Weekday,Medium
10381,3/13/2012,Spring,March,15,0,Tuesday,Clear,28.7,31.82,39,15.0013,68,196,264,Weekday,Medium
10382,3/13/2012,Spring,March,16,0,Tuesday,Clear,29.52,32.575,34,26.0027,53,312,365,Weekday,Low
10383,3/13/2012,Spring,March,17,0,Tuesday,Clear,28.7,31.82,37,7.0015,62,614,676,Weekday,Medium
10384,3/13/2012,Spring,March,18,0,Tuesday,Clear,28.7,31.82,34,19.9995,96,638,734,Weekday,Low
10385,3/13/2012,Spring,March,19,0,Tuesday,Clear,26.24,31.06,47,15.0013,50,429,479,Weekday,Medium
10386,3/13/2012,Spring,March,20,0,Tuesday,Clear,24.6,31.06,49,11.0014,45,306,351,Weekday,Medium
10387,3/13/2012,Spring,March,21,0,Tuesday,Clear,23.78,27.275,56,7.0015,44,200,244,Weekday,Medium
10388,3/13/2012,Spring,March,22,0,Tuesday,Clear,22.96,26.515,60,6.0032,24,146,170,Weekday,Medium
10389,3/13/2012,Spring,March,23,0,Tuesday,Clear,22.96,26.515,56,8.9981,8,79,87,Weekday,Medium
10390,3/14/2012,Spring,March,0,0,Wednesday,Clear,22.14,25.76,60,7.0015,5,34,39,Weekday,Medium
10391,3/14/2012,Spring,March,1,0,Wednesday,Clear,21.32,25,63,6.0032,2,25,27,Weekday,Medium
10392,3/14/2012,Spring,March,2,0,Wednesday,Clear,20.5,24.24,68,12.998,0,2,2,Weekday,Medium
10393,3/14/2012,Spring,March,3,0,Wednesday,Clear,19.68,23.485,72,12.998,1,3,4,Weekday,High
10394,3/14/2012,Spring,March,4,0,Wednesday,Clear,19.68,23.485,67,6.0032,1,4,5,Weekday,Medium
10395,3/14/2012,Spring,March,5,0,Wednesday,Clear,18.04,21.97,82,8.9981,2,25,27,Weekday,High
10396,3/14/2012,Spring,March,6,0,Wednesday,Clear,18.04,21.97,82,6.0032,1,120,121,Weekday,High
10397,3/14/2012,Spring,March,7,0,Wednesday,Clear,18.04,21.97,82,7.0015,20,348,368,Weekday,High
10398,3/14/2012,Spring,March,8,0,Wednesday,Clear,18.04,21.97,82,0,34,628,662,Weekday,High
10399,3/14/2012,Spring,March,9,0,Wednesday,Clear,21.32,25,68,0,26,325,351,Weekday,Medium
10400,3/14/2012,Spring,March,10,0,Wednesday,Clear,22.96,26.515,56,7.0015,38,150,188,Weekday,Medium
10401,3/14/2012,Spring,March,11,0,Wednesday,Misty,25.42,31.06,41,11.0014,65,155,220,Weekday,Medium
10402,3/14/2012,Spring,March,12,0,Wednesday,Misty,26.24,31.06,29,0,55,212,267,Weekday,Low
10403,3/14/2012,Spring,March,13,0,Wednesday,Clear,27.06,31.06,27,15.0013,57,197,254,Weekday,Low
10404,3/14/2012,Spring,March,14,0,Wednesday,Clear,28.7,31.82,23,22.0028,61,163,224,Weekday,Low
10405,3/14/2012,Spring,March,15,0,Wednesday,Clear,28.7,31.82,24,0,86,197,283,Weekday,Low
10406,3/14/2012,Spring,March,16,0,Wednesday,Clear,29.52,31.82,25,12.998,78,278,356,Weekday,Low
10407,3/14/2012,Spring,March,17,0,Wednesday,Clear,28.7,31.82,28,6.0032,140,642,782,Weekday,Low
10408,3/14/2012,Spring,March,18,0,Wednesday,Clear,28.7,31.82,32,0,102,647,749,Weekday,Low
10409,3/14/2012,Spring,March,19,0,Wednesday,Clear,26.24,31.06,33,11.0014,70,402,472,Weekday,Low
10410,3/14/2012,Spring,March,20,0,Wednesday,Clear,25.42,31.06,35,7.0015,44,286,330,Weekday,Low
10411,3/14/2012,Spring,March,21,0,Wednesday,Clear,24.6,31.06,40,6.0032,47,241,288,Weekday,Medium
10412,3/14/2012,Spring,March,22,0,Wednesday,Clear,21.32,25,55,8.9981,43,159,202,Weekday,Medium
10413,3/14/2012,Spring,March,23,0,Wednesday,Clear,22.96,26.515,43,11.0014,19,72,91,Weekday,Medium
10414,3/15/2012,Spring,March,0,0,Thursday,Clear,22.14,25.76,49,8.9981,14,46,60,Weekday,Medium
10415,3/15/2012,Spring,March,1,0,Thursday,Clear,20.5,24.24,59,7.0015,15,8,23,Weekday,Medium
10416,3/15/2012,Spring,March,2,0,Thursday,Clear,20.5,24.24,59,0,14,5,19,Weekday,Medium
10417,3/15/2012,Spring,March,3,0,Thursday,Clear,20.5,24.24,63,0,0,7,7,Weekday,Medium
10418,3/15/2012,Spring,March,4,0,Thursday,Clear,18.04,21.97,77,7.0015,11,3,14,Weekday,High
10419,3/15/2012,Spring,March,5,0,Thursday,Clear,18.86,22.725,67,0,2,24,26,Weekday,Medium
10420,3/15/2012,Spring,March,6,0,Thursday,Clear,18.04,21.97,72,6.0032,4,113,117,Weekday,High
10421,3/15/2012,Spring,March,7,0,Thursday,Clear,18.04,21.97,72,6.0032,14,367,381,Weekday,High
10422,3/15/2012,Spring,March,8,0,Thursday,Clear,18.04,21.97,77,7.0015,21,602,623,Weekday,High
10423,3/15/2012,Spring,March,9,0,Thursday,Clear,19.68,23.485,77,6.0032,30,285,315,Weekday,High
10424,3/15/2012,Spring,March,10,0,Thursday,Clear,21.32,25,68,7.0015,34,130,164,Weekday,Medium
10425,3/15/2012,Spring,March,11,0,Thursday,Clear,22.96,26.515,60,8.9981,60,151,211,Weekday,Medium
10426,3/15/2012,Spring,March,12,0,Thursday,Misty,25.42,31.06,50,8.9981,59,206,265,Weekday,Medium
10427,3/15/2012,Spring,March,13,0,Thursday,Misty,27.06,31.06,41,6.0032,62,211,273,Weekday,Medium
10428,3/15/2012,Spring,March,14,0,Thursday,Misty,29.52,32.575,30,7.0015,81,177,258,Weekday,Low
10429,3/15/2012,Spring,March,15,0,Thursday,Clear,29.52,32.575,32,15.0013,100,187,287,Weekday,Low
10430,3/15/2012,Spring,March,16,0,Thursday,Clear,29.52,32.575,37,26.0027,95,331,426,Weekday,Medium
10431,3/15/2012,Spring,March,17,0,Thursday,Clear,28.7,31.82,39,16.9979,79,634,713,Weekday,Medium
10432,3/15/2012,Spring,March,18,0,Thursday,Clear,27.06,31.06,44,19.0012,98,648,746,Weekday,Medium
10433,3/15/2012,Spring,March,19,0,Thursday,Misty,26.24,31.06,50,12.998,72,353,425,Weekday,Medium
10434,3/15/2012,Spring,March,20,0,Thursday,Misty,23.78,27.275,60,23.9994,60,270,330,Weekday,Medium
10435,3/15/2012,Spring,March,21,0,Thursday,Clear,22.14,25.76,68,19.0012,36,207,243,Weekday,Medium
10436,3/15/2012,Spring,March,22,0,Thursday,Clear,21.32,25,68,8.9981,32,137,169,Weekday,Medium
10437,3/15/2012,Spring,March,23,0,Thursday,Clear,19.68,23.485,72,12.998,12,85,97,Weekday,High
10438,3/16/2012,Spring,March,0,0,Friday,Clear,18.04,21.97,77,16.9979,8,49,57,Weekday,High
10439,3/16/2012,Spring,March,1,0,Friday,Misty,17.22,21.21,82,22.0028,4,22,26,Weekday,High
10440,3/16/2012,Spring,March,2,0,Friday,Misty,17.22,21.21,82,12.998,0,4,4,Weekday,High
10441,3/16/2012,Spring,March,3,0,Friday,Misty,16.4,20.455,87,19.0012,0,3,3,Weekday,High
10442,3/16/2012,Spring,March,4,0,Friday,Misty,16.4,20.455,87,16.9979,0,3,3,Weekday,High
10443,3/16/2012,Spring,March,5,0,Friday,Misty,16.4,20.455,87,15.0013,2,30,32,Weekday,High
10444,3/16/2012,Spring,March,6,0,Friday,Misty,16.4,20.455,87,11.0014,3,96,99,Weekday,High
10445,3/16/2012,Spring,March,7,0,Friday,Misty,16.4,20.455,87,12.998,13,265,278,Weekday,High
10446,3/16/2012,Spring,March,8,0,Friday,Misty,16.4,20.455,87,15.0013,28,534,562,Weekday,High
10447,3/16/2012,Spring,March,9,0,Friday,Misty,17.22,21.21,82,0,35,277,312,Weekday,High
10448,3/16/2012,Spring,March,10,0,Friday,Misty,16.4,20.455,87,6.0032,44,136,180,Weekday,High
10449,3/16/2012,Spring,March,11,0,Friday,Misty,18.04,21.97,77,0,40,167,207,Weekday,High
10450,3/16/2012,Spring,March,12,0,Friday,Misty,18.04,21.97,82,8.9981,72,222,294,Weekday,High
10451,3/16/2012,Spring,March,13,0,Friday,Misty,18.86,22.725,77,6.0032,52,208,260,Weekday,High
10452,3/16/2012,Spring,March,14,0,Friday,Misty,19.68,23.485,72,0,56,146,202,Weekday,High
10453,3/16/2012,Spring,March,15,0,Friday,Light Rainsnow,18.86,22.725,82,7.0015,19,88,107,Weekday,High
10454,3/16/2012,Spring,March,16,0,Friday,Light Rainsnow,19.68,23.485,77,0,18,111,129,Weekday,High
10455,3/16/2012,Spring,March,17,0,Friday,Light Rainsnow,19.68,23.485,82,6.0032,23,235,258,Weekday,High
10456,3/16/2012,Spring,March,18,0,Friday,Light Rainsnow,19.68,23.485,82,6.0032,31,377,408,Weekday,High
10457,3/16/2012,Spring,March,19,0,Friday,Misty,18.86,22.725,88,0,23,273,296,Weekday,High
10458,3/16/2012,Spring,March,20,0,Friday,Clear,18.86,22.725,88,0,31,204,235,Weekday,High
10459,3/16/2012,Spring,March,21,0,Friday,Misty,18.04,21.97,94,0,8,144,152,Weekday,High
10460,3/16/2012,Spring,March,22,0,Friday,Misty,18.04,21.97,94,0,16,132,148,Weekday,High
10461,3/16/2012,Spring,March,23,0,Friday,Misty,18.04,21.97,94,0,22,104,126,Weekday,High
10462,3/17/2012,Spring,March,0,0,Saturday,Misty,18.04,21.97,94,6.0032,13,87,100,Weekend,High
10463,3/17/2012,Spring,March,1,0,Saturday,Misty,18.04,21.97,94,0,12,57,69,Weekend,High
10464,3/17/2012,Spring,March,2,0,Saturday,Misty,18.04,21.97,88,0,10,32,42,Weekend,High
10465,3/17/2012,Spring,March,3,0,Saturday,Misty,18.04,21.97,88,0,2,24,26,Weekend,High
10466,3/17/2012,Spring,March,4,0,Saturday,Misty,17.22,21.21,94,0,0,2,2,Weekend,High
10467,3/17/2012,Spring,March,5,0,Saturday,Misty,17.22,21.21,94,6.0032,5,3,8,Weekend,High
10468,3/17/2012,Spring,March,6,0,Saturday,Misty,17.22,21.21,94,12.998,1,29,30,Weekend,High
10469,3/17/2012,Spring,March,7,0,Saturday,Misty,16.4,20.455,100,8.9981,29,57,86,Weekend,High
10470,3/17/2012,Spring,March,8,0,Saturday,Misty,17.22,21.21,94,7.0015,63,155,218,Weekend,High
10471,3/17/2012,Spring,March,9,0,Saturday,Misty,18.04,21.97,88,6.0032,104,217,321,Weekend,High
10472,3/17/2012,Spring,March,10,0,Saturday,Misty,20.5,24.24,77,6.0032,140,303,443,Weekend,High
10473,3/17/2012,Spring,March,11,0,Saturday,Misty,21.32,25,77,8.9981,226,359,585,Weekend,High
10474,3/17/2012,Spring,March,12,0,Saturday,Clear,22.96,26.515,68,11.0014,286,365,651,Weekend,Medium
10475,3/17/2012,Spring,March,13,0,Saturday,Clear,24.6,30.305,60,7.0015,286,400,686,Weekend,Medium
10476,3/17/2012,Spring,March,14,0,Saturday,Clear,25.42,31.06,53,6.0032,352,338,690,Weekend,Medium
10477,3/17/2012,Spring,March,15,0,Saturday,Clear,26.24,31.06,53,8.9981,357,322,679,Weekend,Medium
10478,3/17/2012,Spring,March,16,0,Saturday,Clear,26.24,31.06,50,0,367,318,685,Weekend,Medium
10479,3/17/2012,Spring,March,17,0,Saturday,Clear,26.24,31.06,50,8.9981,291,357,648,Weekend,Medium
10480,3/17/2012,Spring,March,18,0,Saturday,Clear,25.42,31.06,57,19.9995,221,339,560,Weekend,Medium
10481,3/17/2012,Spring,March,19,0,Saturday,Clear,23.78,27.275,64,19.0012,155,262,417,Weekend,Medium
10482,3/17/2012,Spring,March,20,0,Saturday,Clear,22.96,26.515,64,12.998,89,182,271,Weekend,Medium
10483,3/17/2012,Spring,March,21,0,Saturday,Clear,22.14,25.76,68,11.0014,54,169,223,Weekend,Medium
10484,3/17/2012,Spring,March,22,0,Saturday,Clear,22.14,25.76,68,0,58,153,211,Weekend,Medium
10485,3/17/2012,Spring,March,23,0,Saturday,Clear,20.5,24.24,77,11.0014,34,151,185,Weekend,High
10486,3/18/2012,Spring,March,0,0,Sunday,Clear,18.86,22.725,88,12.998,27,80,107,Weekend,High
10487,3/18/2012,Spring,March,1,0,Sunday,Clear,18.86,22.725,82,8.9981,25,88,113,Weekend,High
10488,3/18/2012,Spring,March,2,0,Sunday,Misty,18.86,22.725,82,7.0015,15,41,56,Weekend,High
10489,3/18/2012,Spring,March,3,0,Sunday,Misty,18.04,21.97,88,8.9981,3,15,18,Weekend,High
10490,3/18/2012,Spring,March,4,0,Sunday,Misty,17.22,21.21,94,11.0014,6,8,14,Weekend,High
10491,3/18/2012,Spring,March,5,0,Sunday,Misty,16.4,20.455,94,7.0015,0,6,6,Weekend,High
10492,3/18/2012,Spring,March,6,0,Sunday,Misty,16.4,20.455,94,7.0015,2,9,11,Weekend,High
10493,3/18/2012,Spring,March,7,0,Sunday,Light Rainsnow,17.22,21.21,88,11.0014,17,25,42,Weekend,High
10494,3/18/2012,Spring,March,8,0,Sunday,Misty,17.22,21.21,88,7.0015,25,71,96,Weekend,High
10495,3/18/2012,Spring,March,9,0,Sunday,Misty,17.22,21.21,88,6.0032,65,113,178,Weekend,High
10496,3/18/2012,Spring,March,10,0,Sunday,Misty,17.22,21.21,88,7.0015,139,212,351,Weekend,High
10497,3/18/2012,Spring,March,11,0,Sunday,Misty,18.04,21.97,82,11.0014,129,239,368,Weekend,High
10498,3/18/2012,Spring,March,12,0,Sunday,Misty,18.04,21.97,88,8.9981,222,281,503,Weekend,High
10499,3/18/2012,Spring,March,13,0,Sunday,Misty,18.86,22.725,82,11.0014,198,346,544,Weekend,High
10500,3/18/2012,Spring,March,14,0,Sunday,Misty,20.5,24.24,77,6.0032,218,303,521,Weekend,High
10501,3/18/2012,Spring,March,15,0,Sunday,Clear,22.14,25.76,68,6.0032,240,314,554,Weekend,Medium
10502,3/18/2012,Spring,March,16,0,Sunday,Clear,22.14,25.76,73,6.0032,229,312,541,Weekend,High
10503,3/18/2012,Spring,March,17,0,Sunday,Clear,22.96,26.515,64,6.0032,233,308,541,Weekend,Medium
10504,3/18/2012,Spring,March,18,0,Sunday,Clear,22.96,26.515,64,11.0014,165,294,459,Weekend,Medium
10505,3/18/2012,Spring,March,19,0,Sunday,Clear,22.96,26.515,64,11.0014,118,234,352,Weekend,Medium
10506,3/18/2012,Spring,March,20,0,Sunday,Clear,21.32,25,77,8.9981,59,139,198,Weekend,High
10507,3/18/2012,Spring,March,21,0,Sunday,Clear,21.32,25,72,6.0032,44,129,173,Weekend,High
10508,3/18/2012,Spring,March,22,0,Sunday,Clear,20.5,24.24,77,7.0015,21,79,100,Weekend,High
10509,3/18/2012,Spring,March,23,0,Sunday,Clear,19.68,23.485,82,11.0014,7,39,46,Weekend,High
10510,3/19/2012,Spring,March,0,0,Monday,Clear,19.68,23.485,82,7.0015,4,19,23,Weekday,High
10511,3/19/2012,Spring,March,1,0,Monday,Clear,18.86,22.725,88,7.0015,0,15,15,Weekday,High
10512,3/19/2012,Spring,March,2,0,Monday,Clear,18.86,22.725,88,11.0014,1,7,8,Weekday,High
10513,3/19/2012,Spring,March,3,0,Monday,Clear,18.86,22.725,88,6.0032,0,2,2,Weekday,High
10514,3/19/2012,Spring,March,4,0,Monday,Clear,18.04,21.97,94,0,0,3,3,Weekday,High
10515,3/19/2012,Spring,March,5,0,Monday,Clear,18.04,21.97,94,0,0,31,31,Weekday,High
10516,3/19/2012,Spring,March,6,0,Monday,Clear,18.86,22.725,88,8.9981,2,118,120,Weekday,High
10517,3/19/2012,Spring,March,7,0,Monday,Clear,18.86,22.725,88,12.998,25,329,354,Weekday,High
10518,3/19/2012,Spring,March,8,0,Monday,Clear,18.86,22.725,88,7.0015,16,563,579,Weekday,High
10519,3/19/2012,Spring,March,9,0,Monday,Clear,20.5,24.24,72,11.0014,55,276,331,Weekday,High
10520,3/19/2012,Spring,March,10,0,Monday,Clear,21.32,25,72,8.9981,56,128,184,Weekday,High
10521,3/19/2012,Spring,March,11,0,Monday,Clear,22.96,26.515,68,11.0014,56,145,201,Weekday,Medium
10522,3/19/2012,Spring,March,12,0,Monday,Clear,24.6,30.305,64,16.9979,71,211,282,Weekday,Medium
10523,3/19/2012,Spring,March,13,0,Monday,Clear,25.42,30.305,61,16.9979,69,194,263,Weekday,Medium
10524,3/19/2012,Spring,March,14,0,Monday,Misty,26.24,31.06,57,12.998,60,200,260,Weekday,Medium
10525,3/19/2012,Spring,March,15,0,Monday,Clear,26.24,31.06,57,15.0013,97,189,286,Weekday,Medium
10526,3/19/2012,Spring,March,16,0,Monday,Clear,27.06,31.06,50,15.0013,65,320,385,Weekday,Medium
10527,3/19/2012,Spring,March,17,0,Monday,Clear,26.24,31.06,53,15.0013,106,615,721,Weekday,Medium
10528,3/19/2012,Spring,March,18,0,Monday,Clear,26.24,31.06,57,16.9979,120,681,801,Weekday,Medium
10529,3/19/2012,Spring,March,19,0,Monday,Clear,25.42,30.305,61,15.0013,86,463,549,Weekday,Medium
10530,3/19/2012,Spring,March,20,0,Monday,Clear,24.6,30.305,64,15.0013,34,296,330,Weekday,Medium
10531,3/19/2012,Spring,March,21,0,Monday,Clear,24.6,30.305,64,11.0014,33,190,223,Weekday,Medium
10532,3/19/2012,Spring,March,22,0,Monday,Misty,22.96,26.515,73,11.0014,17,131,148,Weekday,High
10533,3/19/2012,Spring,March,23,0,Monday,Misty,22.96,26.515,78,8.9981,9,45,54,Weekday,High
10534,3/20/2012,Spring,March,0,0,Tuesday,Misty,22.96,26.515,78,6.0032,5,24,29,Weekday,High
10535,3/20/2012,Spring,March,1,0,Tuesday,Clear,22.14,25.76,88,0,6,9,15,Weekday,High
10536,3/20/2012,Spring,March,2,0,Tuesday,Clear,22.14,25.76,88,6.0032,2,8,10,Weekday,High
10537,3/20/2012,Spring,March,3,0,Tuesday,Misty,22.14,25.76,88,0,0,3,3,Weekday,High
10538,3/20/2012,Spring,March,4,0,Tuesday,Misty,21.32,25,88,8.9981,0,6,6,Weekday,High
10539,3/20/2012,Spring,March,5,0,Tuesday,Misty,21.32,25,94,0,0,20,20,Weekday,High
10540,3/20/2012,Spring,March,6,0,Tuesday,Misty,21.32,25,94,11.0014,6,94,100,Weekday,High
10541,3/20/2012,Spring,March,7,0,Tuesday,Light Rainsnow,21.32,25,94,15.0013,3,167,170,Weekday,High
10542,3/20/2012,Spring,March,8,0,Tuesday,Misty,21.32,25,88,7.0015,28,488,516,Weekday,High
10543,3/20/2012,Spring,March,9,0,Tuesday,Misty,22.14,25.76,88,11.0014,41,284,325,Weekday,High
10544,3/20/2012,Spring,March,10,0,Tuesday,Clear,22.14,25.76,88,12.998,44,119,163,Weekday,High
10545,3/20/2012,Spring,March,11,0,Tuesday,Clear,23.78,27.275,83,8.9981,74,156,230,Weekday,High
10546,3/20/2012,Spring,March,12,0,Tuesday,Clear,24.6,28.79,78,16.9979,56,205,261,Weekday,High
10547,3/20/2012,Spring,March,13,0,Tuesday,Clear,24.6,28.79,78,12.998,77,207,284,Weekday,High
10548,3/20/2012,Spring,March,14,0,Tuesday,Misty,24.6,29.545,73,11.0014,66,182,248,Weekday,High
10549,3/20/2012,Spring,March,15,0,Tuesday,Misty,25.42,30.305,69,7.0015,67,177,244,Weekday,Medium
10550,3/20/2012,Spring,March,16,0,Tuesday,Clear,25.42,30.305,66,15.0013,99,332,431,Weekday,Medium
